sample_id,edge_id,citing_paper_title,cited_paper_title,citation_context,citation_context_wrapped,LLM_section,LLM_sentiment,LLM_relevance,LLM_confidence,section_annotation_note,human_section,human_sentiment,human_relevance
S034,W3084177365->W2790400697,A Survey on Data Pricing: From Economics to Data Science,"A Survey on Big Data Market: Pricing, Trading and Protection","users. They also design post hoc ﬁnes in pricing query bundles that can help to reduce loss due to privacy leakage by adversarial buyers. They provide a fast approximation algorithm to compute the contracts. A data owner has to decide a tradeoff between pri vacy and data utility. Li and Raghunathan [135] design an economics based incentive compatible mechanism for a data owner to price and disseminate private data. Speciﬁ cally, let two part tariff pricing function R(s, x) = αs + βsx be the price for x amount of data at sensitivity level s, where αs and βs are the ﬁxed and variable price factors, r

... [另一次引用] ...

abase Syst., vol. 39, no. 4, Dec. 2015. [134] C. Li and G. Miklau, “Pricing aggregate queries in a data mar ketplace,” in Proceedings of the 15th International Workshop on the Web and Databases 2012, WebDB 2012, Scottsdale, AZ, USA, May 20, 2012, Z. G. Ives and Y. Velegrakis, Eds., 2012, pp. 19 24. [135] X. B. Li and S. Raghunathan, “Pricing and disseminating cus tomer data with privacy awareness,” Decision Support Systems, vol. 59, pp. 63 73, 2014. [136] F. Liang, W. Yu, D. An, Q. Yang, X. Fu, and W. Zhao, “","users. They also design post hoc ﬁnes in pricing query bundles that can help to reduce loss due to privacy
leakage by adversarial buyers. They provide a fast approximation algorithm to compute the contracts. A data
owner has to decide a tradeoff between pri vacy and data utility. Li and Raghunathan [135] design an economics
based incentive compatible mechanism for a data owner to price and disseminate private data. Speciﬁ cally, let
two part tariff pricing function R(s, x) = αs + βsx be the price for x amount of data at sensitivity level s,
where αs and βs are the ﬁxed and variable price factors, r

... [另一次引用] ...

abase Syst., vol. 39, no. 4, Dec. 2015. [134] C. Li and G. Miklau, “Pricing aggregate queries in a data mar
ketplace,” in Proceedings of the 15th International Workshop on the Web and Databases 2012, WebDB 2012,
Scottsdale, AZ, USA, May 20, 2012, Z. G. Ives and Y. Velegrakis, Eds., 2012, pp. 19 24. [135] X. B. Li and S.
Raghunathan, “Pricing and disseminating cus tomer data with privacy awareness,” Decision Support Systems, vol.
59, pp. 63 73, 2014. [136] F. Liang, W. Yu, D. An, Q. Yang, X. Fu, and W. Zhao, “",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S035,W3121615946->W2790400697,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,"A Survey on Big Data Market: Pricing, Trading and Protection","hina (Grant No. 61701230, 61801215), Natural Science Foundation of Jiangsu Province (Grant No. BK20170805). centralized frameworks may bring potential unreliable issues, such as data loss, tampering data illegally or the leakage of user privacy. To address this issue, we apply blockchain technology [2] in the car sharing data market. Blockchain is distinguished by its characteristics of tamper proof, traceability and public accessibility, in which the consensus mechanism ensures synchronization. To this end, we design a consortium blockchain network to create a P2P trading market and en hance the

... [另一次引用] ...

Stackelberg equilibrium. Both theoretical and numerical analysis have been conducted to evaluate the performance of the pricing mechanism. REFERENCES [1] Yuncheng Shen, Bing Guo, Yan Shen et al., “A pricing model for big personal data,” Tsinghua Sci. Technol., vol. 21, no. 5, pp. 482 490, Oct 2016. [2] S. Nakamoto et al., “Bitcoin: A peer to peer electronic cash system,” 2008. [3] M. Abu Alsheikh, D. Niyato, D. Leong et al., “Privacy management and optimal pricing in people centric sensing,” IEEE J. Sel. Areas Commun., vol. 35, no. 4, pp. 906 920, April 2017. [4] F. Liang, W. Yu, D. An, Q. Yang,","hina (Grant No. 61701230, 61801215), Natural Science Foundation of Jiangsu Province (Grant No. BK20170805).
centralized frameworks may bring potential unreliable issues, such as data loss, tampering data illegally or
the leakage of user privacy. To address this issue, we apply blockchain technology [2] in the car sharing data
market. Blockchain is distinguished by its characteristics of tamper proof, traceability and public
accessibility, in which the consensus mechanism ensures synchronization. To this end, we design a consortium
blockchain network to create a P2P trading market and en hance the

... [另一次引用] ...

Stackelberg equilibrium. Both theoretical and numerical analysis have been conducted to evaluate the
performance of the pricing mechanism. REFERENCES [1] Yuncheng Shen, Bing Guo, Yan Shen et al., “A pricing
model for big personal data,” Tsinghua Sci. Technol., vol. 21, no. 5, pp. 482 490, Oct 2016. [2] S. Nakamoto
et al., “Bitcoin: A peer to peer electronic cash system,” 2008. [3] M. Abu Alsheikh, D. Niyato, D. Leong et
al., “Privacy management and optimal pricing in people centric sensing,” IEEE J. Sel. Areas Commun., vol. 35,
no. 4, pp. 906 920, April 2017. [4] F. Liang, W. Yu, D. An, Q. Yang,",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S036,W2790400697->W2743929098,"A Survey on Big Data Market: Pricing, Trading and Protection",Data pricing strategy based on data quality,"Strong competition Economic Based Pricing and Auction Based Pricing Economic based schemes and Bargaining game Calculate the cost and build economic model Build the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic Based Pricing Statistics and Machine learning (Time Dependent Pricing based on K Nearest Neighbors (TDP KNN) algorithm pricing algorithm and Time Dependent Pricing based on Transition Rules (TDP TR) pricing algorithm) Collect the usage of a certain dataset Use machine learning TD

... [另一次引用] ...

ig data and Internet of Things (IoT),” in Communications (ICC), 2016 IEEE International Conference on. IEEE, 2016, pp. 1 6. [80] S. Sen, C. Joe Wong, S. Ha, and M. Chiang, “Smart Data pricing (SDP): Economic solutions to network congestion,” Recent Advances in Networking, vol. 1, pp. 221 274, 2013. [81] Y. C. Tsai, Y. D. Cheng, C. W. Wu, Y. T. Lai, W. H. Hu, J. Y. Jeng, and Y. C. Tseng, “Time dependent smart data pricing based on machine learning,” in Canadian Conference on Artiﬁcial Intelligence. Springer, 2017, pp. 103 108. [82] H. Yu and M. Zhang, “","Strong competition Economic Based Pricing and Auction Based Pricing Economic based schemes and Bargaining game
Calculate the cost and build economic model Build the economic model to analyze and calculate the cost of a
certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic Based
Pricing Statistics and Machine learning (Time Dependent Pricing based on K Nearest Neighbors (TDP KNN)
algorithm pricing algorithm and Time Dependent Pricing based on Transition Rules (TDP TR) pricing algorithm)
Collect the usage of a certain dataset Use machine learning TD

... [另一次引用] ...

ig data and Internet of Things (IoT),” in Communications (ICC), 2016 IEEE International Conference on. IEEE,
2016, pp. 1 6. [80] S. Sen, C. Joe Wong, S. Ha, and M. Chiang, “Smart Data pricing (SDP): Economic solutions
to network congestion,” Recent Advances in Networking, vol. 1, pp. 221 274, 2013. [81] Y. C. Tsai, Y. D.
Cheng, C. W. Wu, Y. T. Lai, W. H. Hu, J. Y. Jeng, and Y. C. Tseng, “Time dependent smart data pricing based on
machine learning,” in Canadian Conference on Artiﬁcial Intelligence. Springer, 2017, pp. 103 108. [82] H. Yu
and M. Zhang, “",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S037,W3089176333->W2743929098,Towards Query Pricing on Incomplete Data,Data pricing strategy based on data quality,"oted by κ(Q, D), is deﬁned in Eq. 6. κ(Q, D) = ∑m i=1(∑ t∈T ∗ i ϵ(t) + ∑ t∈T a i ϵ(t)) ∑m i=1(|T ∗ i | + |T a i |) (6) The newly presented quality function κ takes into ac count the speciﬁc operator, which is different from the simple quality of counting the missing rate on the entire dataset [24], [25]. It provides a new way to measure the query quality over incomplete data. Speciﬁcally, the quality function κ is deﬁned as the average quality of (both certain and uncertain) lineage tuples in terms of a speciﬁc operator Q, where the tuple quality (denoted by ϵ) is based on an exponential function

... [另一次引用] ...

n a future issue of this journal, but has not been fully edited. Content may change prior to final publication. Citation information: DOI 10.1109/TKDE.2020.3026031, IEEE Transactions on Knowledge and Data Engineering 12 IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING, VOL. XX, NO. XX, XXXX 2020 [25] H. Yu and M. Zhang, “","oted by κ(Q, D), is deﬁned in Eq. 6. κ(Q, D) = ∑m i=1(∑ t∈T ∗ i ϵ(t) + ∑ t∈T a i ϵ(t)) ∑m i=1(|T ∗ i | + |T a
i |) (6) The newly presented quality function κ takes into ac count the speciﬁc operator, which is different
from the simple quality of counting the missing rate on the entire dataset [24], [25]. It provides a new way
to measure the query quality over incomplete data. Speciﬁcally, the quality function κ is deﬁned as the
average quality of (both certain and uncertain) lineage tuples in terms of a speciﬁc operator Q, where the
tuple quality (denoted by ϵ) is based on an exponential function

... [另一次引用] ...

n a future issue of this journal, but has not been fully edited. Content may change prior to final
publication. Citation information: DOI 10.1109/TKDE.2020.3026031, IEEE Transactions on Knowledge and Data
Engineering 12 IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING, VOL. XX, NO. XX, XXXX 2020 [25] H. Yu and
M. Zhang, “",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S038,W2790400697->W2473283431,"A Survey on Big Data Market: Pricing, Trading and Protection",Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,"ion, as billions of devices run au tomatically and constantly collect data across various domains. Thus, to quantify the cost for data collection, and handle diverse data sources, we need to understand how IoT works, and encourage all components to provide better performance in IoT [53], [1], [54], [55]. To encourage sensors to upload data and achieve better proﬁts for the sensor owners, an appropriate pricing model has become more critical. Introducing pricing mechanisms is one viable approach to encourage attendees to contribute their own data. Pricing mechanisms adjust price and payment schedul

... [另一次引用] ...

[54] S. Mallapuram, W. Yu, P. Moulema, D. W. Grifﬁth, N. T. Golmie, and F. Liang, “An integrated simulation study on reliable and effective distributed energy resources in smart grid,” in Proccedings of 2017 ACM International Conference on Research in Adaptive and Conver gent Systems (RACS), 2017. [55] C. Perera, “Sensing as a Service (S2aaS): Buying and selling IoT data,” arXiv preprint arXiv:1702.02380, 2017. [56] N. C. Luong, D. T. Hoang, P. Wang, D. Niyato, D. I. Kim, and Z. Han, “","ion, as billions of devices run au tomatically and constantly collect data across various domains. Thus, to
quantify the cost for data collection, and handle diverse data sources, we need to understand how IoT works,
and encourage all components to provide better performance in IoT [53], [1], [54], [55]. To encourage sensors
to upload data and achieve better proﬁts for the sensor owners, an appropriate pricing model has become more
critical. Introducing pricing mechanisms is one viable approach to encourage attendees to contribute their own
data. Pricing mechanisms adjust price and payment schedul

... [另一次引用] ...

[54] S. Mallapuram, W. Yu, P. Moulema, D. W. Grifﬁth, N. T. Golmie, and F. Liang, “An integrated simulation
study on reliable and effective distributed energy resources in smart grid,” in Proccedings of 2017 ACM
International Conference on Research in Adaptive and Conver gent Systems (RACS), 2017. [55] C. Perera,
“Sensing as a Service (S2aaS): Buying and selling IoT data,” arXiv preprint arXiv:1702.02380, 2017. [56] N. C.
Luong, D. T. Hoang, P. Wang, D. Niyato, D. I. Kim, and Z. Han, “",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S039,W2790400697->W2734426755,"A Survey on Big Data Market: Pricing, Trading and Protection",An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,"the Nash bargain equilibrium at the price set (P ∗ v , P ∗ c ). Since the Bargaining game is a proper scheme to a com plex negotiation condition, it is often used to improve the performance of the data auction process [72], network resource auction and sharing [73], and energy efﬁciency management [74]. Finally, based on our study, we organize the existing data pricing models in Table II. To summarize, in this section we have provided a compre hensive overview of data pricing and reviewed major concepts related to big data pricing such as the principle of digital commodity pricing, data market st

... [另一次引用] ...

Auction Strategies: Practical Examples from Internet Auctions to Investment Banking. Springer, 2016. [73] S. M. Azimi, M. H. Manshaei, and F. Hendessi, “Cooperative primary secondary dynamic spectrum leasing game via decentralized bargain ing,” Wireless Networks, vol. 22, no. 3, pp. 755 764, 2016. [74] C. Yang, J. Li, A. Anpalagan, and M. Guizani, “Joint power coordina tion for spectral and energy efﬁciency in heterogeneous small cell net works: A bargaining game theoretic perspective,” IEEE Transactions on Wireless Communications, vol. 15, no. 2, pp. 1364 1376, 2016. [75] Z. Zheng, Y. Peng, F. W","the Nash bargain equilibrium at the price set (P ∗ v , P ∗ c ). Since the Bargaining game is a proper scheme
to a com plex negotiation condition, it is often used to improve the performance of the data auction process
[72], network resource auction and sharing [73], and energy efﬁciency management [74]. Finally, based on our
study, we organize the existing data pricing models in Table II. To summarize, in this section we have
provided a compre hensive overview of data pricing and reviewed major concepts related to big data pricing
such as the principle of digital commodity pricing, data market st

... [另一次引用] ...

Auction Strategies: Practical Examples from Internet Auctions to Investment Banking. Springer, 2016. [73] S.
M. Azimi, M. H. Manshaei, and F. Hendessi, “Cooperative primary secondary dynamic spectrum leasing game via
decentralized bargain ing,” Wireless Networks, vol. 22, no. 3, pp. 755 764, 2016. [74] C. Yang, J. Li, A.
Anpalagan, and M. Guizani, “Joint power coordina tion for spectral and energy efﬁciency in heterogeneous small
cell net works: A bargaining game theoretic perspective,” IEEE Transactions on Wireless Communications, vol.
15, no. 2, pp. 1364 1376, 2016. [75] Z. Zheng, Y. Peng, F. W",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S040,W2067195421->W2010653253,When Users Interfere with Protocols: Prospect Theory in Wireless Networks using Random Access and Data Pricing as an Example,A survey of smart data pricing,"with the help of PT. The work in [2] is one of ﬁrst works that applies game theory to wireless random access and power control. Speciﬁcally, the authors applied game theory to a sim pliﬁed Aloha system. In [26], a more detailed game theoretical study was provided on an Aloha system. The authors in [27] have investigated the probabilities of retransmission in a distributed manner under both cooperative model and non cooperative game model in a slotted Aloha system. In [28], the authors have performed an extensive study on the end users’ transmission probabilities at the equilibrium of a random acc

... [另一次引用] ...

y,” in Proc. 2009 IEEE VTC Fall. [26] A. B. MacKenzie and S. B. Wicker, “Selﬁsh users in aloha: a game theoretical approach,” in Proc. 2001 IEEE VTC Fall, vol. 3, pp. 1354 1357. LI and MANDAYAM: WHEN USERS INTERFERE WITH PROTOCOLS: PROSPECT THEORY IN WIRELESS NETWORKS USING RANDOM ACCESS . . . 1907 [27] E. Altman, R. E. Azouzi, and T. Jimenez, “Slotted aloha as a stochastic game with partial information,” Computer Netw., vol. 45, pp. 701 713, Aug. 2004. [28] T. E. Sagduyu and A. Ephremides, “A game theoretic analysis of denial of service attacks in wireless random access,” Wireless Netw., vol. 15,","with the help of PT. The work in [2] is one of ﬁrst works that applies game theory to wireless random access
and power control. Speciﬁcally, the authors applied game theory to a sim pliﬁed Aloha system. In [26], a more
detailed game theoretical study was provided on an Aloha system. The authors in [27] have investigated the
probabilities of retransmission in a distributed manner under both cooperative model and non cooperative game
model in a slotted Aloha system. In [28], the authors have performed an extensive study on the end users’
transmission probabilities at the equilibrium of a random acc

... [另一次引用] ...

y,” in Proc. 2009 IEEE VTC Fall. [26] A. B. MacKenzie and S. B. Wicker, “Selﬁsh users in aloha: a game
theoretical approach,” in Proc. 2001 IEEE VTC Fall, vol. 3, pp. 1354 1357. LI and MANDAYAM: WHEN USERS
INTERFERE WITH PROTOCOLS: PROSPECT THEORY IN WIRELESS NETWORKS USING RANDOM ACCESS . . . 1907 [27] E. Altman,
R. E. Azouzi, and T. Jimenez, “Slotted aloha as a stochastic game with partial information,” Computer Netw.,
vol. 45, pp. 701 713, Aug. 2004. [28] T. E. Sagduyu and A. Ephremides, “A game theoretic analysis of denial of
service attacks in wireless random access,” Wireless Netw., vol. 15,",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S041,W3210061505->W2743929098,Personal big data pricing method based on differential privacy,Data pricing strategy based on data quality,"e vent circumvention from buyers on arbitrage pricing and from data owners on untruthful privacy valuation? Just as Facebook (2018) and Twitter (2018) , once involved the disclo sure of personal privacy, it is necessary for individuals to pro tect their personal big data before participating in the trans action, and differential privacy protection can be achieved by adding noise interference. Adding different degrees of noise variance ( Cummings et al., 2015 ) can achieve different degrees of privacy protection, obtain data with different levels of ac curacy, and make the data have a different utility and price. The higher the noise, the lower the accuracy, the lower the price, and vice versa. More importantly, adding noise makes it more difficult for

... [另一次引用] ...

s individuals to actively select privacy compensation functions for their privacy atti tude while ensuring an arbitrage free condition. □ 4.3. Reverse pricing Information technology has made pricing strategies such as reverse pricing and revenue sharing ever easier to implement, especially when the transaction is done online. Correspond ingly, Liu and Shuai (2015) expected such pricing strategies to become more relevant and their welfare implications more important over time. Here, reverse pricing refers to the calculation of the query price π(Q) according to the arbitrage free pricing function in Section 3 and to the reasonable allocation of compensation a

... [另一次引用] ...

/opinion/ facebooklax privacy rules.html/ . Fricker, S., Maksimov, Y., 2017. Pricing of data products in data marketplaces. vol. 304, pp. 49 66. Ganzhao Y , Zhenjie Z , Marianne W , Xiaokui X , Yin Y , Zhifeng H . Optimizing batch linear queries under exact and approximate differential privacy. ACM Trans. Database Syst. (TODS) 2015;040(002):1 47 . Ghosh A , Roth A . Selling privacy at auction. Games Econ. Behav. 2015;91(C):334 46 . Gkatzelis V , Aperjis C , Huberman B . Pricing private data. Electron. Mark. 2015;25(2):109 23 . Guo B , Qiang LI , Duan XL , Shen YC , Dong XQ , Zhang H , Shen Y , Zhang ZL , Luo J . Personal data","e vent circumvention from buyers on arbitrage pricing and from data owners on untruthful privacy valuation?
Just as Facebook (2018) and Twitter (2018) , once involved the disclo sure of personal privacy, it is
necessary for individuals to pro tect their personal big data before participating in the trans action, and
differential privacy protection can be achieved by adding noise interference. Adding different degrees of
noise variance ( Cummings et al., 2015 ) can achieve different degrees of privacy protection, obtain data with
different levels of ac curacy, and make the data have a different utility and price. The higher the noise, the
lower the accuracy, the lower the price, and vice versa. More importantly, adding noise makes it more
difficult for

... [另一次引用] ...

s individuals to actively select privacy compensation functions for their privacy atti tude while ensuring an
arbitrage free condition. □ 4.3. Reverse pricing Information technology has made pricing strategies such as
reverse pricing and revenue sharing ever easier to implement, especially when the transaction is done online.
Correspond ingly, Liu and Shuai (2015) expected such pricing strategies to become more relevant and their
welfare implications more important over time. Here, reverse pricing refers to the calculation of the query
price π(Q) according to the arbitrage free pricing function in Section 3 and to the reasonable allocation of
compensation a

... [另一次引用] ...

/opinion/ facebooklax privacy rules.html/ . Fricker, S., Maksimov, Y., 2017. Pricing of data products in data
marketplaces. vol. 304, pp. 49 66. Ganzhao Y , Zhenjie Z , Marianne W , Xiaokui X , Yin Y , Zhifeng H .
Optimizing batch linear queries under exact and approximate differential privacy. ACM Trans. Database Syst.
(TODS) 2015;040(002):1 47 . Ghosh A , Roth A . Selling privacy at auction. Games Econ. Behav. 2015;91(C):334
46 . Gkatzelis V , Aperjis C , Huberman B . Pricing private data. Electron. Mark. 2015;25(2):109 23 . Guo B ,
Qiang LI , Duan XL , Shen YC , Dong XQ , Zhang H , Shen Y , Zhang ZL , Luo J . Personal data",Methodology,0.8,0.9,0.9,??????????? section????????????????? Other?,,,
S042,W3210061505->W2765365501,Personal big data pricing method based on differential privacy,Pricing of Data Products in Data Marketplaces,"on among different users will become important. The second challenge is how to trade personal big data fairly while protecting privacy. In other words, how should a reasonable trading framework be designed to pre vent circumvention from buyers on arbitrage pricing and from data owners on untruthful privacy valuation? Just as Facebook (2018) and Twitter (2018) , once involved the disclo sure of personal privacy, it is necessary for individuals to pro tect their personal big data before participating in the trans action, and differential privacy protection can be achieved by adding noise interference. Adding different degrees of noise

... [另一次引用] ...

he privacy loss of indi vidual i is defined as formula (13) : ε i (M ) = sup D (L,R ) ,O | log Pr (M (D (L, R )) ∈ O ) Pr (M (D ′ (L, R )) ∈ O ) | (13) As can be seen from the definition of privacy loss of the individual, its size depends on the mechanism. We choose the Laplace mechanism to measure privacy loss, and privacy loss is the function output of variance and dependence sensitivity. Theorem 7 ( Niu et al. (2018) ) . Let M represent a dependent per turbation mechanism v , the variance of Laplace noise; f, the query c o m p u t e r s & s e c u r i t y 1 1 3 ( 2 0 2 2 ) 1 0 2 5 2 9 7 function; and DS f i , the dependent sensitivity. Then, the upper bound of the privacy loss of individual i can be expressed a

... [另一次引用] ...

form that al lows individuals to trade and monetize their data. Kiyomoto (2016) suggested that an optimal solution can be found be tween value and anonymity when publishing personal big data. Liang et al. (2018) focused on designing a data trading platform that can achieve efficiency, security, and privacy pro tection. Chen et al. (2017) proposed a practical framework for pricing cloud datasets and resources. Nget et al. (2018) pro posed a practical personal big data trading framework that strikes a balance between money and privacy. In the dif ferentially private top k selection problem, Bafna and Ull man (2017) considered that this can be solved with the well known exponential mechanism and composition prop erties of d","on among different users will become important. The second challenge is how to trade personal big data fairly
while protecting privacy. In other words, how should a reasonable trading framework be designed to pre vent
circumvention from buyers on arbitrage pricing and from data owners on untruthful privacy valuation? Just as
Facebook (2018) and Twitter (2018) , once involved the disclo sure of personal privacy, it is necessary for
individuals to pro tect their personal big data before participating in the trans action, and differential
privacy protection can be achieved by adding noise interference. Adding different degrees of noise

... [另一次引用] ...

he privacy loss of indi vidual i is defined as formula (13) : ε i (M ) = sup D (L,R ) ,O | log Pr (M (D (L, R
)) ∈ O ) Pr (M (D ′ (L, R )) ∈ O ) | (13) As can be seen from the definition of privacy loss of the
individual, its size depends on the mechanism. We choose the Laplace mechanism to measure privacy loss, and
privacy loss is the function output of variance and dependence sensitivity. Theorem 7 ( Niu et al. (2018) ) .
Let M represent a dependent per turbation mechanism v , the variance of Laplace noise; f, the query c o m p u
t e r s & s e c u r i t y 1 1 3 ( 2 0 2 2 ) 1 0 2 5 2 9 7 function; and DS f i , the dependent sensitivity.
Then, the upper bound of the privacy loss of individual i can be expressed a

... [另一次引用] ...

form that al lows individuals to trade and monetize their data. Kiyomoto (2016) suggested that an optimal
solution can be found be tween value and anonymity when publishing personal big data. Liang et al. (2018)
focused on designing a data trading platform that can achieve efficiency, security, and privacy pro tection.
Chen et al. (2017) proposed a practical framework for pricing cloud datasets and resources. Nget et al. (2018)
pro posed a practical personal big data trading framework that strikes a balance between money and privacy. In
the dif ferentially private top k selection problem, Bafna and Ull man (2017) considered that this can be
solved with the well known exponential mechanism and composition prop erties of d",Methodology,0.8,0.9,0.9,??????????? section????????????????? Other?,,,
S043,W3195579788->W2612128091,Data pricing in machine learning pipelines,QIRANA,"he arbiter is operated by a monopoly data seller to sell the single seller’s data products. In literature, sell side marketplaces are considered by pricing models of both general data sets [43] and speciﬁc types of data products, such as XML documents [108] and data queries on a relational database [29]. A buy side marketplace [120], as shown in Fig. 2c, has multiple data providers and a single consumer/data buyer. In a buy side marketplace, the arbiter is operated by the single data buyer for purchasing data products from providers. Buy side marketplaces are considered in many existing studies [2

... [另一次引用] ...

a query, an arbitrage free pricing function should be monotone and subadditive with respect to the amount of informationrevealedbyaskingthequery.Severalexamplesofarbitrage freepricingfunctions are presented, including the weighted coverage function and the Shannon entropy function. Deep and Koutris [29] later implement the theoretical framework [28] into a real time pricing system,","he arbiter is operated by a monopoly data seller to sell the single seller’s data products. In literature,
sell side marketplaces are considered by pricing models of both general data sets [43] and speciﬁc types of
data products, such as XML documents [108] and data queries on a relational database [29]. A buy side
marketplace [120], as shown in Fig. 2c, has multiple data providers and a single consumer/data buyer. In a buy
side marketplace, the arbiter is operated by the single data buyer for purchasing data products from
providers. Buy side marketplaces are considered in many existing studies [2

... [另一次引用] ...

a query, an arbitrage free pricing function should be monotone and subadditive with respect to the amount of
informationrevealedbyaskingthequery.Severalexamplesofarbitrage freepricingfunctions are presented, including
the weighted coverage function and the Shannon entropy function. Deep and Koutris [29] later implement the
theoretical framework [28] into a real time pricing system,",Methodology,0.8,0.9,0.9,??????????? section????????????????? Other?,,,
S044,W2919782326->W2168402580,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,Query-based data pricing,"dividual privacy loss. However, these works cannot directly apply to our context, since we intend to investigate a sequence of data from a certain data owner, and to quantify her privacy loss at each timestamp. Although two modiﬁed versions of differential privacy, called entry differential privacy [14] and group differential privacy [15], may be applicable, they mis handle temporal correlations, where all states are assumed to be independent (resp., correlated) in the entry (resp., group) d ifferential privacy. In other words, they treat each state equally, which is unreasonable in practice. For

... [另一次引用] ...

2040. [12] C. Dwork, F. McSherry, K. Nissim, and A. D. Smith, “Calibrating noise to sensitivity in private data analysis,” in Proc. of TCC, 2006, pp. 265 284. [13] C. Liu, S. Chakraborty, and P. Mittal, “Dependence makes you vulnber able: Differential privacy under dependent tuples,” in NDSS, 2016. [14] M. Hardt and A. Roth, “Beyond worst case analysis in private singular vector computation,” in Proc. of STOC, 2013, pp. 331 340. [15] C. Dwork and A. Roth, “The algorithmic foundations of differential privacy,” Foundations and Trends in Theoretical Computer Science, vol. 9, no. 3 4, pp. 211 407, 201","dividual privacy loss. However, these works cannot directly apply to our context, since we intend to
investigate a sequence of data from a certain data owner, and to quantify her privacy loss at each timestamp.
Although two modiﬁed versions of differential privacy, called entry differential privacy [14] and group
differential privacy [15], may be applicable, they mis handle temporal correlations, where all states are
assumed to be independent (resp., correlated) in the entry (resp., group) d ifferential privacy. In other
words, they treat each state equally, which is unreasonable in practice. For

... [另一次引用] ...

2040. [12] C. Dwork, F. McSherry, K. Nissim, and A. D. Smith, “Calibrating noise to sensitivity in private
data analysis,” in Proc. of TCC, 2006, pp. 265 284. [13] C. Liu, S. Chakraborty, and P. Mittal, “Dependence
makes you vulnber able: Differential privacy under dependent tuples,” in NDSS, 2016. [14] M. Hardt and A.
Roth, “Beyond worst case analysis in private singular vector computation,” in Proc. of STOC, 2013, pp. 331
340. [15] C. Dwork and A. Roth, “The algorithmic foundations of differential privacy,” Foundations and Trends
in Theoretical Computer Science, vol. 9, no. 3 4, pp. 211 407, 201",Methodology,0.6,0.8,0.9,??????????? section????????????????? Other?,,,
S045,W2921968831->W1841962286,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,A Priced Public Sensing Framework for Heterogeneous IoT Architectures,"privacy preserved data trading market with blockchain for preventing single point failure [21]. Yu et al. proposed a mobile data trading model based on the prospect theory in behavior economics to trade mobile data as quantity between mobile users by considering data demands and demand uncertainty [22]. Al Fagih et al. proposed a data pricing scheme for public sensing framework considering delay, quality of services, and trust factors [23]. Competitive data markets also have been studied. Jang et al. modeled a data market with multiple independent data sources in IoT environments [24]. In this mo

... [另一次引用] ...

tions, ICC 2016, pp. 1 6, 2016. [21] Y. Zhao, Y. Yu, Y. Li, G. Han, and X. Du, “Machine learning based privacy preserving fair data trading in big data market,” Information Sciences, vol. 478, pp. 449 460, 2019. [Online]. Available: http://www.sciencedirect.com/science/article/pii/S0020025518309174 [22] J. Yu, M. H. Cheung, J. Huang, and H. V. Poor, “Mobile data trading: Behavioral economics analysis and algorithm design,” IEEE Journal on Selected Areas in Communications, vol. 35, no. 4, pp. 994 1005, April 2017. [23] A. E. Al Fagih, F. M. Al Turjman, W. M. Alsalih, and H. S. Hassanein, “","privacy preserved data trading market with blockchain for preventing single point failure [21]. Yu et al.
proposed a mobile data trading model based on the prospect theory in behavior economics to trade mobile data
as quantity between mobile users by considering data demands and demand uncertainty [22]. Al Fagih et al.
proposed a data pricing scheme for public sensing framework considering delay, quality of services, and trust
factors [23]. Competitive data markets also have been studied. Jang et al. modeled a data market with multiple
independent data sources in IoT environments [24]. In this mo

... [另一次引用] ...

tions, ICC 2016, pp. 1 6, 2016. [21] Y. Zhao, Y. Yu, Y. Li, G. Han, and X. Du, “Machine learning based privacy
preserving fair data trading in big data market,” Information Sciences, vol. 478, pp. 449 460, 2019. [Online].
Available: http://www.sciencedirect.com/science/article/pii/S0020025518309174 [22] J. Yu, M. H. Cheung, J.
Huang, and H. V. Poor, “Mobile data trading: Behavioral economics analysis and algorithm design,” IEEE Journal
on Selected Areas in Communications, vol. 35, no. 4, pp. 994 1005, April 2017. [23] A. E. Al Fagih, F. M. Al
Turjman, W. M. Alsalih, and H. S. Hassanein, “",Methodology,0.8,0.7,0.9,??????????? section????????????????? Other?,,,
