edge_id,source_id,target_id,citing_paper_title,cited_paper_title,citing_year,cited_year,target_reference_marker,target_reference_entry,reference_match_method,reference_match_score,num_mentions,all_target_aligned_contexts,context_type,alignment_status,alignment_note,source_of_acceptance
W4210813858->W2743929098,W4210813858,W2743929098,Data Boundary and Data Pricing Based on the Shapley Value,Data pricing strategy based on data quality,2022,2017,[18],"H. Yu and M. Zhang, ``Data pricing strategy based on data quality,'' Comput. Ind. Eng., vol. 112, pp. 110, Oct. 2017.",title_exact,0.97,1,"Data-based pricing. They sell datasets and allow buyers to value the data directly based on the data features, including data information entropy levels [16], [17], data quality levels [18], [19], the fresh and real-time features [20], [21], and the amounts of data in the dataset [22]. Also, competitive data trading model [23] considered the willingness-to-sell of data providers and the willingness-to- pay of model buyers.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4210813858->W2910976764,W4210813858,W2910976764,Data Boundary and Data Pricing Based on the Shapley Value,Nonrivalry and the Economics of Data,2022,2020,[7],"C. I. Jones and C. Tonetti, ``Nonrivalry and the economics of data,'' Amer. Econ. Rev., vol. 110, no. 9, pp. 28192858, 2020.",title_exact,0.97,1,"A widely accepted approach for applications is to set prices to datasets directly based on their values. From an economic perspective, data value has been explored to study the impact on companies and industries [5][7]. From a computer science perspective, data value focuses on data compensation [8], [9] and data fusion [10], [11].",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4210813858->W2942073230,W4210813858,W2942073230,Data Boundary and Data Pricing Based on the Shapley Value,Big Data Market Optimization Pricing Model Based on Data Quality,2022,2019,[19],"J. Yang, C. Zhao, and C. Xing, ``Big data market optimization pricing model based on data quality,'' Complexity, vol. 2019, pp. 110, Apr. 2019.",title_exact,0.97,2,"Data-based pricing. They sell datasets and allow buyers to value the data directly based on the data features, including data information entropy levels [16], [17], data quality levels [18], [19], the fresh and real-time features [20], [21], and the amounts of data in the dataset [22]. Also, competitive data trading model [23] considered the willingness-to-sell of data providers and the willingness-to- pay of model buyers.

... [another target-aligned mention] ...

In general, we assume WTPDSsvn(0), and the utility function satisi es: dSsv n dn>0: the utility is an increasing function; d2Ssvn d2n0: the marginal utility of the utility function decreases. Equation (2) in [19], [22] is used to t the correlation between Ssvnand top ndata records. Apparently, it satis es the assumptions of the utility function.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4210813858->W3084177365,W4210813858,W3084177365,Data Boundary and Data Pricing Based on the Shapley Value,A Survey on Data Pricing: From Economics to Data Science,2022,2020,[3],"J. Pei, ``A survey on data pricing: From economics to data science,'' IEEE Trans. Knowl. Data Eng., early access, Dec. 21, 2020, doi: 10.1109/TKDE.2020.3045927.",title_exact,0.97,1,"Recent studies and prac- tices have approached the commoditization of data in various ways, leading to the concepts of data pricing and data market. The associate editor coordinating the review of this manuscript and approving it for publication was Abdel-Hamid Soliman .Data pricing is to price data as asset and ensure that data can be sold or purchased as a commodity in business and economic activities [3]. The data market [4], [5] is where we trade data for revenue.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4220901737->W2310916783,W4220901737,W2310916783,Data Market Design: A Systematic Literature Review,Marketplaces for Digital Data: Quo Vadis?,2022,2020,[14],"F. Stahl, F. Schomm, L. Vomfell, and G. Vossen, ``Marketplaces for digital data: Quo vadis?'' Eur. Res. Center Inf. Syst., Münster, Germany, ERCIS Work. Paper 24, 2015.",title_exact,0.97,5,"Finally, there exist some surveys such as the series of reports by Stahl et al. [14], and the work of Spiekermann [15]. These surveys look at real-world data markets in Europe, the U.S., and Israel to identify industry trends and reinforce the classi cation frameworks from the works above.

... [another target-aligned mention] ...

8) TIME FRAME The time frame dimension comes from the earlier classi ca- tion efforts of Schomm et al., and Stahl et al. [14], [24], [25]. This dimension concerns the currentness of the data, which can be either static, meaning it is factual data that is valu- able for an extended period (e.g., an image set that can be used for training a recurrent neural network) or dynamic, meaning it will quickly lose value over time (e.g., real-time traf c data).

... [another target-aligned mention] ...

and Stahl et al. [14], [24], [25]. They identi ed four potential values for this dimension: 1) API (application programming interface) pro- vides programmatic access to a data product via the internet, 2) download, meaning a data set is transferred from the data provider to the data consumer, 3) specialised software means that the data market uses a custom software solution to facilitate data transfer and 4) web interface means the data is presented to the data consumer on a website.

... [another target-aligned mention] ...

Based on these trial searches, we ended up with a relatively simple search string: ``data market'' OR ``data markets'' OR ``data marketplace'' OR ``data marketplaces.'' Selecting the right scholarly search engines is an impor- tant step in structured literature reviews [41], [53]. In this review, only academic search engines were because several works focusing on grey literature and data markets in industry already exist [14], [15], [21]. Since the goal of this structured literature review is to consider as many domains our possible, our selection of search engines should cover as a wide a scope as possible.

... [another target-aligned mention] ...

Afterwards, whenever possible, a comparison is made with the results from the previous surveys on data markets in industry by Stahl et al. (2015) [14], and Spiekermann (2019) [15]. One important thing to note is that the values in the dimensions are often not mutually exclusive; for example, a literature review can consider alltypes of matching models and, consequently, the sum of the percentages of each value in a dimension can exceed 100%.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4220901737->W2765365501,W4220901737,W2765365501,Data Market Design: A Systematic Literature Review,Pricing of Data Products in Data Marketplaces,2022,2020,[23],"S. A. Fricker and Y. V. Maksimov, ``Pricing of data products in data mar- ketplaces,'' in Proc. Int. Conf. Softw. Bus., in Lecture Notes in Business Information Processing, vol. 304, 2017, pp. 4966.",title_compact_exact,0.99,4,"Finally, Fricker et al. performed a struc- tured literature review with snowballing and provide the most extensive overview of pricing data products in the academic literature on data markets [23]. They identify fourteen differ- ent approaches and evaluate each of these on functionality, context and maturity.

... [another target-aligned mention] ...

[1] and describes the relation of the actor who provides the data market to that of the data provider and data consumer. As will be discussed in section IV the question of who operates the data market has far-reaching consequences for the way a data market operates; for example: if the data provider is also the platform owner, it is easier for them to make sure all data is provided in a standard format and to set a price for the data product(s) provided [21], [23]. First, the quality of a data product has a service-level facet, which consists of extra-functional properties usually described in a service-level agreement (SLA), such as the availability of the data product and the responsibilities of the data provider and the data consumer [49].

... [another target-aligned mention] ...

If a work appears to t any of these criteria based on its title, abstract and keywords, it is included in our nal selection. Finally, since existing meta-research on data markets has already covered different types of pricing mechanisms [21][23], we excluded those works whose main contribu- tion, based on their abstract, concerns pricing mechanisms. B.

... [another target-aligned mention] ...

Finally, we note that the data consumer is not the only role with requirements as the data provider can also expect to be somehow rewarded for the exchange. As was previously noted in the introduction, the price determination problem has already been extensively covered in other works [22], [23]. However, other mechanisms for rewarding data providers can VOLUME 10, 2022 33139 S.",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=[23] | human_note=nan,rescued_and_verified
W4226305897->W2018362551,W4226305897,W2018362551,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,The challenges of personal data markets and privacy,2020,2020,123,"Spiekermann, S.; Acquisti, A.; Böhme, R.; Hui, K.-L. The challenges of personal data markets and privacy. Electron. Mark. 2015 , 25, 161–167. [CrossRef]",title_exact,0.97,2,"This category also discusses the implications of data trading for social, political, economic, and cultural contexts [ 5]. Finally, many articles discuss the topic of exploitation of individual data in personal data marketplaces [ 120–123]. Table 4.

... [another target-aligned mention] ...

[102–104] GovernanceExploring governing processes by certain actors (e.g., data marketplace operators) via several mechanisms, such as norms or power.[106–117] Social implications Discussing data marketplace impacts for society. [5,118–123] 3.4. The Finance Domain We identify three categories in the STOF ﬁnance domain (see Table 5).",mixed,range,Reference entry matched with high title confidence; marker appears in a range citation.,original_v21
W4226305897->W2126626399,W4226305897,W2126626399,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,The Price Is Right,2020,2020,61,"Tang, R.; Wu, H.; Bao, Z.; Bressan, S.; Valduriez, P . The Price Is Right ; Springer: Berlin/Heidelberg, Germany, 2013; pp. 380–394.",title_exact,0.97,1,"Moreover, Tang et al. [ 61] introduce query-based data provenance, while Wang et al. [ 62] create efﬁcient query-based auctions by considering both the value data and the resource consumption of queries.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4226305897->W2293940046,W4226305897,W2293940046,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,Query-Based Data Pricing,2020,2020,51,"Koutris, P .; Upadhyaya, P .; Balazinska, M.; Howe, B.; Suciu, D. Query-Based Data Pricing. J. ACM 2015 ,62, 1–44. [CrossRef]",title_exact,0.97,1,"This algorithm is applied in blockchain-based data marketplaces [50]. Next, publications in this category primarily propose query-based pricing mechanisms, referring to the capability to allow “the price of any query to be derived automatically” ([51], p. 43).",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4226305897->W2533772775,W4226305897,W2533772775,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,A pricing model for Big Personal Data,2020,2016,133,"Yuncheng, S.; Bing, G.; Yan, S.; Xuliang, D.; Xiangqian, D.; Hong, Z. A pricing model for Big Personal Data. Tsinghua Sci. Technol. 2016 ,21, 482–490. [CrossRef]",title_exact,0.97,2,"[124] Market analysis Examining the market size and value of data marketplaces. [125–127] Pricing mechanismsDiscussing mathematical or economic approaches in evaluating, valuating, or pricing datasets (or data services) in data marketplaces.[47,128–145] Articles in the ﬁnance domain are not equally distributed across categories because most discussions are centralized in pricing mechanisms . Unlike the computational pricing in the STOF technology domain that focuses on technical aspects like query- or machine learning-based pricing (see Section 3.2), the pricing mechanisms here emphasize more on mathematical or economic approaches in valuating or pricing data in data marketplaces.

... [another target-aligned mention] ...

[ 131] propose pricing functions for aggregated personal data; Parra-Arnau [ 132] mathematically examine the tradeoff between privacy and money in personal data market; Yuncheng et al. [ 133] identify the properties that contribute to price personal data, such as data cost, value weight, information entropy, credit rating, and data reference index; Li et al. [ 134,135], discuss an economic theory of pricing personal data.",mixed,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W4226305897->W2734426755,W4226305897,W2734426755,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,2020,2020,56,"Zheng, Z.; Peng, Y.; Wu, F.; Tang, S.; Chen, G. An online pricing mechanism for mobile crowdsensing data markets. In Proceedings of the 18th ACM International Symposium on Mobile Ad Hoc Networking and Computing, Chennai, India, 10–14 July 2017; pp. 1–10.",title_exact,0.97,1,"Another algorithm allows data price to be derived from the privacy losses [ 54]. Studies in query-based pricing mechanisms consider many cases such as query interfaces for mobile crowd-sensed data [ 55,56], cloud-based data mar- ketplaces with possibilities to share cloud resources [ 57], spatial data [ 58], aggregated data from multiple distributed system [ 59], and data acquired from Application Programming Interfaces (APIs) [ 60]. Moreover, Tang et al.",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W4226305897->W2743929098,W4226305897,W2743929098,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,Data pricing strategy based on data quality,2020,2017,63,"Yu, H.; Zhang, M. Data pricing strategy based on data quality. Comput. Ind. Eng. 2017 ,112, 1–10. [CrossRef]",title_exact,0.97,1,"[ 62] create efﬁcient query-based auctions by considering both the value data and the resource consumption of queries. Many other articles also propose data quality-based pricing models by considering a bi-level mathematical programming model [ 63], Fair Knapsack Pricing [ 64,65], or optimal distributing algorithm [ 66]. Other works on data quality-based pricing speciﬁcally focus on XML dataset properties [ 67,68].",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4226305897->W2765365501,W4226305897,W2765365501,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,Pricing of Data Products in Data Marketplaces,2020,2020,47,"Fricker, S.A.; Maksimov, Y.V . Pricing of data products in data marketplaces. In Proceedings of the International Conference of Software Business, Tallinn, Estonia, 11–12 June 2017; pp. 49–66.",title_exact,0.97,3,"It focuses on technical discussions for data pricing. Computational pricing emphasizes algorithms as price determination mechanisms [ 47], such as machine learning-based algorithms to price training data or pre-trained models [48,49]. Advanced techniques are proposed, such as a smart pricing algorithm based on Stackelberg game theory.

... [another target-aligned mention] ...

[124] Market analysis Examining the market size and value of data marketplaces. [125–127] Pricing mechanismsDiscussing mathematical or economic approaches in evaluating, valuating, or pricing datasets (or data services) in data marketplaces.[47,128–145] Articles in the ﬁnance domain are not equally distributed across categories because most discussions are centralized in pricing mechanisms . Unlike the computational pricing in the STOF technology domain that focuses on technical aspects like query- or machine learning-based pricing (see Section 3.2), the pricing mechanisms here emphasize more on mathematical or economic approaches in valuating or pricing data in data marketplaces.

... [another target-aligned mention] ...

Beyond empirical research, systematic literature reviews are also conducted to study data pricing opportunities and challenges in data marketplaces [ 138]. This approach is also employed to explore the different data pricing models in the data marketplace literature [47,139]. Other topics are auction-based pricing using the Bayesian mathematical model [140,141] , a pricing mechanism negotiation based on a negotiation game theory based in the energy domain [ 142], and a generic pricing mechanism based on a non-cooperative game the- ory in Mobile Crowdsensing [ 143].",mixed,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W4226305897->W2790400697,W4226305897,W2790400697,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,"A Survey on Big Data Market: Pricing, Trading and Protection",2020,2018,139,"Liang, F.; Yu, W.; An, D.; Yang, Q.; Fu, X.; Zhao, W. A Survey on Big Data Market: Pricing, Trading and Protection. IEEE Access 2018 ,6, 15132–15154. [CrossRef]",title_exact,0.97,2,"[124] Market analysis Examining the market size and value of data marketplaces. [125–127] Pricing mechanismsDiscussing mathematical or economic approaches in evaluating, valuating, or pricing datasets (or data services) in data marketplaces.[47,128–145] Articles in the ﬁnance domain are not equally distributed across categories because most discussions are centralized in pricing mechanisms . Unlike the computational pricing in the STOF technology domain that focuses on technical aspects like query- or machine learning-based pricing (see Section 3.2), the pricing mechanisms here emphasize more on mathematical or economic approaches in valuating or pricing data in data marketplaces.

... [another target-aligned mention] ...

Beyond empirical research, systematic literature reviews are also conducted to study data pricing opportunities and challenges in data marketplaces [ 138]. This approach is also employed to explore the different data pricing models in the data marketplace literature [47,139]. Other topics are auction-based pricing using the Bayesian mathematical model [140,141] , a pricing mechanism negotiation based on a negotiation game theory based in the energy domain [ 142], and a generic pricing mechanism based on a non-cooperative game the- ory in Mobile Crowdsensing [ 143].",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W4226305897->W2916829860,W4226305897,W2916829860,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,2020,2019,55,"Zheng, Z.; Peng, Y.; Wu, F.; Tang, S.; Chen, G. ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets. IEEE Trans. Mob. Comput. 2020 ,19, 769–787. [CrossRef]",title_exact,0.97,1,"Another algorithm allows data price to be derived from the privacy losses [ 54]. Studies in query-based pricing mechanisms consider many cases such as query interfaces for mobile crowd-sensed data [ 55,56], cloud-based data mar- ketplaces with possibilities to share cloud resources [ 57], spatial data [ 58], aggregated data from multiple distributed system [ 59], and data acquired from Application Programming Interfaces (APIs) [ 60]. Moreover, Tang et al.",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W4226305897->W2919782326,W4226305897,W2919782326,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,2020,2019,54,"Niu, C.; Zheng, Z.; Tang, S.; Gao, X.; Wu, F. Making Big Money from Small Sensors: Trading Time-Series Data under Puffer- ﬁsh Privacy. In Proceedings of the IEEE INFOCOM 2019—IEEE Conference on Computer Communications, Paris, France, 29 April–2 May 2019.",title_compact_exact,0.99,1,"The studies discuss many aspects, for instance, the implementation of query pricing [ 52] and dynamic pricing considering “reserve price constraint” that helps data brokers maximize their revenue [ 53]. Another algorithm allows data price to be derived from the privacy losses [ 54]. Studies in query-based pricing mechanisms consider many cases such as query interfaces for mobile crowd-sensed data [ 55,56], cloud-based data mar- ketplaces with possibilities to share cloud resources [ 57], spatial data [ 58], aggregated data from multiple distributed system [ 59], and data acquired from Application Programming Interfaces (APIs) [ 60].",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=54 | human_note=nan,rescued_and_verified
W4226305897->W2920282816,W4226305897,W2920282816,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,2020,2019,129,"Mao, W.; Zheng, Z.; Wu, F. Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective. In Proceedings of the IEEE INFOCOM 2019—IEEE Conference on Computer Communications, Paris, France, 29 April–2 May 2019 ; pp. 1837–1845.",title_exact,0.97,2,"[124] Market analysis Examining the market size and value of data marketplaces. [125–127] Pricing mechanismsDiscussing mathematical or economic approaches in evaluating, valuating, or pricing datasets (or data services) in data marketplaces.[47,128–145] Articles in the ﬁnance domain are not equally distributed across categories because most discussions are centralized in pricing mechanisms . Unlike the computational pricing in the STOF technology domain that focuses on technical aspects like query- or machine learning-based pricing (see Section 3.2), the pricing mechanisms here emphasize more on mathematical or economic approaches in valuating or pricing data in data marketplaces.

... [another target-aligned mention] ...

Res. 2021 ,16 3329 The topics of this category include data trading models that consider contract the- ory [ 128], information design perspective [ 129], and equilibrium pricing mechanism based on Stackelberg game approach [ 130]. Moreover, pricing mechanisms speciﬁcally for per- sonal data are also discussed.",mixed,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W4226305897->W2921968831,W4226305897,W2921968831,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,2020,2019,74,"Oh, H.; Park, S.; Lee, G.M.; Heo, H.; Choi, J.K. Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces. IEEE Access 2019 ,7, 40120–40132. [CrossRef]",title_exact,0.97,1,"Oh et al. [ 73,74] develop data trading models that consider privacy valua- tion. Likewise, another example explores algorithms for dynamic privacy pricing [ 75].",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W4226382147->W2045522464,W4226382147,W2045522464,"Smartphone App Usage Analysis: Datasets, Methods, and Applications",Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment,2022,2020,[9],"F. Xu, Y . Li, H. Wang, P. Zhang, and D. Jin, “Understanding mobile trafﬁc patterns of large scale cellular towers in urban environment,”IEEE/ACM Trans. Netw. , vol. 25, no. 2, pp. 1147–1161, Apr. 2017.",title_compact_exact,0.99,1,"To improve device performance and extend usage time, smartphone manufac- turers can optimize the scheduling of various smartphoneresources, such as CPU, memory, and battery power, based on the usage patterns of speciﬁc apps [7], [8]. Based on app trafﬁc patterns, network operators can dynamically optimize trafﬁc ofﬂoading schemes and improve network services [9], [10]. Furthermore, network operators and market intermediaries canprovide personalized services, such as accurate recommenda- tions and targeted advertisements, by proﬁling mobile users’ preferences and interests from their app usage behaviors.",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=[9] | human_note=nan,rescued_and_verified
W4281710558->W3215634159,W4281710558,W3215634159,Blockchain for Future Wireless Networks: A Decade Survey,Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,2020,2021,31,"Kakkar, R.; Gupta, R.; Tanwar, S.; Rodrigues, J.J.P .C. Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G. IEEE Syst. J. 2021 , 1–10. . [CrossRef]",title_exact,0.97,1,"The communication latency in 5G has decreased substantially, resulting in fast download and upload speeds. Although 5G networks are becoming a reality, technologists have already started to be engaged with fu- ture WNs, i.e., 6G, which anticipates putting greater prominence on wearable technologies, unmanned aerial vehicles (UAVs), 3D networking, and wireless power transfer to amplify people’s quality of life [ 31]. However, the radio resources used by the WNs operators are entirely open to security attacks, and therefore there is a need to explore and examine such attacks to stop them before they jeopardize the WN systems.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4284704402->W3215634159,W4284704402,W3215634159,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,2022,2021,[167],"R. Kakkar, R. Gupta, S. Tanwar, and J. J. P. C. Rodrigues, “Coalition game and blockchain-based optimal data pricing scheme for ride sharing beyond 5G,” IEEE Systems Journal , pp. 1–10, 2021.",title_exact,0.97,1,"[166]proposed a framework integrating blockchain and InterPlan- etary File System (IPFS) for sharing e-health data in a mobile cloud environment. They used smart contracts for secure e-health data [167]. But, data conﬁ dentiality is still not on point.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4288391541->W3215634159,W4288391541,W3215634159,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,2022,2021,[34],"R. Kakkar, R. Gupta, S. Tanwar, and J. J. Rodrigues, ``Coalition game and blockchain-based optimal data pricing scheme for ride shar- ing beyond 5G,'' IEEE Syst. J., early access, Dec. 1, 2021, doi: 10.1109/JSYST.2021.3126620.",title_compact_exact,0.99,1,"In the consensus protocol, all peers in the blockchain network agree on the distributed ledger's current state. There are four types of blockchain: public, private, consortium, and hybrid [34], [35]. In a public blockchain, everyone with internet connectivity can sign on the blockchain to become an authorized node making the public blockchain permissionless [36].",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=[34] | human_note=nan,rescued_and_verified
W4288685807->W2920282816,W4288685807,W2920282816,New and emerging forms of data and technologies: literature and bibliometric review,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,2020,2019,54,"Mao W, Zheng Z, Wu F (2019) “Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective, ”in Proceedings - IEEE INFOCOM, vol. 2019-April, pp. 1837 –1845",title_exact,0.97,1,"IoT data market- places are trying to securely monetarise data, and that requires development of strong reputation systems, hence the increased reference to blockchain in IoT data marketplaces[43]. The monetising of various IoT data, also requires different pricing mechanisms that ensure maximum value in different market settings [ 54]. Smart cities generate vast amount of sensor data among various different types of data from IoT devices captured in diverse dataformats.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4319769514->W2293940046,W4319769514,W2293940046,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",Query-Based Data Pricing,2022,2020,[25],"Koutris P, Upadhyaya P, Balazinska M, Howe B, Suciu D. Query-based data pricing. J ACM 2015;62(5):1–44 .",title_exact,0.97,1,"Koutris et al. [25] transformed the query-based pricing problem into a network ﬂow problem and automatically derived the price of any query from the price of a given set of views. After that, they adopted a dif- ferent perspective, which transformed the query-based pricing problem into optimized integer linear programming, priced the structured query language (SQL) query based on the price point speciﬁed by the seller, and used the query history to avoid the repeated charging of overlapping information [26].",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4319769514->W3084177365,W4319769514,W3084177365,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",A Survey on Data Pricing: From Economics to Data Science,2022,2020,[1],"Schwaller P, Laino T, Gaudin T, Bolgar P, Hunter CA, Bekas C, et al. Molecular transformer: a model for uncertainty-calibrated chemical reaction prediction. ACS Cent Sci 2019;5(9):1572–83 . [2]Senior AW, Evans R, Jumper J, Kirkpatrick J, Sifre L, Green T, et al. Improved protein structure prediction using potentials from deep learning. Nature 2020;577(7792):706–10 . [3]Lu L, Meng X, Mao Z, Karniadakis GE. DeepXDE: a deep learning library for solving differential equations. SIAM Rev 2021;63(1):208–28 . [4]Pei J. A survey on data pricing: from economics to data science. IEEE Trans Knowl Data Eng 2020;34(10):4586–608 . [5]Cong Z, Luo X, Jian P, Zhu F, Zhang Y. Data pricing in machine learning pipelines. Knowl Inf Syst 2021;64:1417–55 .",title_exact,0.97,1,"As a new fac- tor of production in a digital economy, data has been generated in enormous quantities and contains a great deal of economic value. As a result, data-driven methods such as machine learning have been widely used in many areas, including chemical reaction prediction [1], protein structure prediction [2], and scientiﬁc com-putation [3], among others. Therefore, establishing an efﬁcient and standard data-transaction market system would be beneﬁcial forutilizing the value of the production factor of the digital economy.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4319769514->W3195579788,W4319769514,W3195579788,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",Data pricing in machine learning pipelines,2022,2020,[1],"Schwaller P, Laino T, Gaudin T, Bolgar P, Hunter CA, Bekas C, et al. Molecular transformer: a model for uncertainty-calibrated chemical reaction prediction. ACS Cent Sci 2019;5(9):1572–83 . [2]Senior AW, Evans R, Jumper J, Kirkpatrick J, Sifre L, Green T, et al. Improved protein structure prediction using potentials from deep learning. Nature 2020;577(7792):706–10 . [3]Lu L, Meng X, Mao Z, Karniadakis GE. DeepXDE: a deep learning library for solving differential equations. SIAM Rev 2021;63(1):208–28 . [4]Pei J. A survey on data pricing: from economics to data science. IEEE Trans Knowl Data Eng 2020;34(10):4586–608 . [5]Cong Z, Luo X, Jian P, Zhu F, Zhang Y. Data pricing in machine learning pipelines. Knowl Inf Syst 2021;64:1417–55 .",title_exact,0.97,1,"As a new fac- tor of production in a digital economy, data has been generated in enormous quantities and contains a great deal of economic value. As a result, data-driven methods such as machine learning have been widely used in many areas, including chemical reaction prediction [1], protein structure prediction [2], and scientiﬁc com-putation [3], among others. Therefore, establishing an efﬁcient and standard data-transaction market system would be beneﬁcial forutilizing the value of the production factor of the digital economy.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W4323644227->W2168402580,W4323644227,W2168402580,A Survey of Data Pricing for Data Marketplaces,Query-based data pricing,2023,2020,17,"Nurdiani, I., Börstler , J., and Fricker , S. (2016) The Impact of Agile and Lean Practices on Project Constraints: A Tertiary Study. Journal of Systems and So ftware 119:162-183. Appendix: Bibliography of Included Papers Full version: https://dl.dropboxusercontent.com/u/21095508/FrickerMaksimov_IncludedPapers.pdf Shortened overview: P01 Balasubramanian, S. , et al (2015) Pricing information goods: A strategic anal- ysis of the selling and pay -per-use mechanisms. P02 Golrezaei, N., & Nazerzadeh , H. (2014) Pricing Schemes for Metropolitan Traffic Data Markets. P03 Jiang, C., et al (2015) Econo mics of peer -to-peer mobile crowdsensing . P04 Koutris, P. et al (2015) Query -based data pricing. P05 Koutris, P. et al (2013) Toward practical query pricing with QueryMarket. P06 Kushal, A. et al (2012) Pricing for data markets. P07 Li, C., & Miklau , G. (2012) Pricing Aggregate Queries in a Data Marketplace. P08 Li, C. et al (2014) A theory of pricing private data. P09 Niyato, D. et al (2016) Market model and optimal pricing scheme of big data and Internet of Things (IoT). P10 Stahl, F., & Vossen, G. (2016) Fair Knapsack Pricing for Data Marketplace s. P11 Tang, R. et al (2013) What you pay for is what you get. P12 Tang, R. et al (2013) The price is right. P13 Tang, R. et al (2015) Valuating Queries for Data Trading in Modern Cities. P14 Tang, R. et al (2016) A Framework for Sampling -Based XML Data Pricing. P15 Wu, S. Y. et al (2010) Best pricing strategy for information services. P16 Balazinska, M. , et al (2013) A discussion on pricing relational data. P17 Shapiro, C., & Varian, H. R. (1998) Versioning: the s mart way to sell information. P18 Shen, Y. (2016) A pricing model for Big Personal Data.",title_exact,0.97,1,"These quality criteria were also used by tertiary studies to judge the quality a secondary study like this literature review , e.g. [17]. Our research process use d a hybrid approach for literature search : keyword database search followed by snowballing.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
