edge_id,source_id,target_id,citing_paper_title,cited_paper_title,citing_year,cited_year,target_reference_marker,target_reference_entry,reference_match_method,reference_match_score,num_mentions,all_target_aligned_contexts,context_type,alignment_status,alignment_note,candidate_upgrade_reason
W2180742472->W2010653253,W2180742472,W2010653253,Smart data pricing,A survey of smart data pricing,2020,2020,23,Smart Data Pricing Forum; http://scenic.princeton.edu/sdp/,failed,0.3660714285714286,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2293940046->W2168402580,W2293940046,W2168402580,Query-Based Data Pricing,Query-based data pricing,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2011238498->W3124517880,W2011238498,W3124517880,Accounting for Incomplete Pass-Through,Optimal Sticky Prices under Rational Inattention,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2734445852->W2293940046,W2734445852,W2293940046,A First Look at Information Entropy-Based Data Pricing,Query-Based Data Pricing,2017,2020,[12],"P . Koutris, P . Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing,” Journal of the ACM (JACM) , vol. 62, no. 5, p. 43, 2015.",title_exact,0.97,4,"Nevertheless, data markets did not support complex ad-hoc queries at the beginning because it was unclear how to assign a proper price to a query result. Koutris et al proposed query-based data pricing framework to address complex ad-hoc queries [12]. Their framework allows data sellers to assign explicit prices to a few views or sets of views, and also provides the possibility to data buyers to issue and buy any query.

... [another target-aligned mention] ...

Their framework allows data sellers to assign explicit prices to a few views or sets of views, and also provides the possibility to data buyers to issue and buy any query. Although the price of queries can be calculated automatically from explicit prices of views using the framework proposed in [12], guidance for assigning reasonable price to views of datasets is not provided in [12]. 3) Bundling and Discrimination Pricing: Bundling pricing strategy originates from capital data market, and it represents anaggregation techniques [13].

... [another target-aligned mention] ...

As for information entropy-based pricing function presented in Section III-C, the biggest merit of proposed pricing function is the arbitrage-free property. Many of previous studies [16], [17], [12] concerning query-based data pricing dedicate to making the pricing function arbitrage-free. [16] proposed the rudiment of query-based data pricing, where a simple instance for calculation of query price for online data markets is provided.

... [another target-aligned mention] ...

Although subsequent researchers have proposed a variety of pricing functions based on [16], they still do not address the problem that the price for tuple (or view) is assigned subjectively by data owners. The proposed data pricing metric, data information entropy, might offer a new angle to address this problem in [16], [17], [12], because data information entropy could provide speciﬁc pricing relationship among tuples (views). IV .",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W4382600626->W3123243120,W4382600626,W3123243120,"We, the Data",Nonrivalry and the Economics of Data,2020,2020,,,pdf_missing,0.0,0,,,failed,Source paper PDF not found locally.,
W2126626399->W2168402580,W2126626399,W2168402580,The Price Is Right,Query-based data pricing,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W4382600626->W2974598553,W4382600626,W2974598553,"We, the Data",Too Much Data: Prices and Inefficiencies in Data Markets,2020,2020,,,pdf_missing,0.0,0,,,failed,Source paper PDF not found locally.,
W3215634159->W3121615946,W3215634159,W3121615946,Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,2021,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W4323644227->W3084177365,W4323644227,W3084177365,A Survey of Data Pricing for Data Marketplaces,A Survey on Data Pricing: From Economics to Data Science,2023,2020,13,"Nagle, T.T. and Hogan , J.E. (2006) The Strategy and Tactics of Pricing: A Guide to Growing More Profitably. Pearson Prentice Hall.",failed,0.2900252525252525,2,"RQ2.2: Data Products Market structure Perfect competition, oligop- oly, monopoly, monopsony The number of sellers , intermediary market -makers , and buyers influences the market structure and the way the sellers and buyers behave [12]. Price metrics Free, charging of single re- quests, volume packages , ac- cess to specific data-types, time-based subscription The price metrics define the unit by which pric ing is applied to data product [13]. We use the two taxono- mies of metrics described by Muschalle [6] and by Sarkar [14].

... [another target-aligned mention] ...

Further con- cerns are social welfare and fairness. Some pricing attributes could be used for valu e- oriented pricing [13] and cover the customer profile, the data usage, and customer bids. Other attributes consider the cost side of data and include the cost of data provision and the price of tuples or view s.",exact,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2123954539->W1777686370,W2123954539,W1777686370,Microeconomic Evidence on Price-Setting,The Pricing Behaviour of Firms in the Euro Area: New Survey Evidence,2020,2020,384,"82 Broda, Christian and David Wein stein (2007), “Product Creation and Destruction: Evidence and Price Implications,” NBER Working Paper 13041. Buckle, Robert A. and John A. Carlson (2000), “Menu Costs, Firm Size and Price Rigidities,” Economics Letters , 66 (January): 59-63. Bunn, Philip and Colin Ellis (2009), “Price -Setting Behaviour in the United Kingdom: A Microdata Approach,” Bank of England Quarterly Bulletin , 2009 Q1. Burstein, Ariel (2006), “Infla tion and Output Dynamics w ith State Dependent Pricing Decisions,” Journal of Monetary Economics 53 (7/Octobe r): 1235-1257. Burstein, Ariel and Christian Hellwig (2007), “Prices and Market Shares in a Menu Cost Model,” unpublished paper, UCLA. Burstein, Ariel and Nir Jaimovich (2009), “U nderstanding Movements in Aggregate and Product-Level Real-Exchange Rates,” unpublished paper, UCLA and Stanford University. Calvo, Guillermo A. (1983), “Staggered Pr ices in a Utility-Maximizing Framework,” Journal of Monetary Economics 12 (September): 383-398. Campbell, Jeffrey R. and Benjamin Eden (2005) , “Rigid Prices: Evidence from U.S. Scanner Data,” unpublished paper, Federal Reserve Bank of Chicago and Vanderbilt University. Carlton, Dennis W. (1986), “T he Rigidity of Prices,” American Economic Review 76 (September): 637-658. Carvalho, Carlos (2006), “Heterogeneity in Pric e Stickiness and the Real Effects of Monetary Shocks,” Frontiers of Macroeconomics 2(1), Article 1. Castanon, Vicente, José Antonio Murillo, and Javier Salas ( 2008), “Formacion de precios en la industria manufact urer de Mexico,” El Trimestre Economico , 75(1): 143-181. Cavallo, Alberto (2009), “Scraped Online Data and Sticky Prices: Frequency, Hazards and Synchronization,” unpublished paper, Harvard University. Cecchetti, Stephen G. (1986), “The Frequency of Price Adjustment: a Study of Newsstand Prices of Magazines,” Journal of Econometrics 31 (April): 255-274. Christiano, Lawrence J., Martin Eichenbaum, and Charles Evans (1999), “Monetary Policy Shocks: What Have We Learned and to What End?,” Handbook of Macroeconomics , volume 1A, Elsevier: New York, John B. Taylor and Michael Woodford, eds. 83Christiano, Lawrence J., Martin Eichenbaum, a nd Charles Evans (2005), “Nominal Rigidities and the Dynamic Effects of Shocks to Monetary Policy,” Journal of Political Economy 113 (February): 1-45. Copaciu, Mihai, Florian Neagu and Horia Br aun-Erdei (2007), “Sur vey Evidence on Price Setting Patterns of Romanian Firms,” unpublis hed paper, National Bank of Romania. Cornille, David and Maarten Dossche (2008) , “Some Evidence on the Adjustment of Producer Prices,” Scandinavian Journal of Economics 110 (September): 489-518. Creamer, Kenneth (2008), “Price Setting Behavi our in South Africa – Stylised Facts using Producer Price Microdata,” unpublished paper, University of the Witwatersrand. Creamer, Kenneth and Neil A. Rankin (2008) , “Price Setting in South Africa 2001–2007 - stylised facts using cons umer price micro data,” Journal of Development Perspectives , 1(4): 93-118. Dabusinskas, Aurelijus and Martti Randveer (2 006), “Comparison of Pr icing Behaviour of Firms in the Euro Area and Estonia,” Bank of Estonia Working Paper 2006-08. Dhyne, Emmanuel, Luis J. Álvarez, Hervé Le Bihan, Giovanni Ver onese, Daniel Dias, Johannes Hoffmann, Nicole Jonker, Patr ick Lünnemann, Fabio Rumler and Jouko Vilmunen (2005), “Price Setting in the Euro Area: Some Styl ized Facts from Individual Consumer Price Data,” ECB Working Paper 524. Dhyne, Emmanuel, Luis J. Alvarez, Hervé Le Bihan, Giovanni Ver onese, Daniel Dias, Johannes Hoffmann, Nicole Jonker, Patr ick Lunnemann, Fabio Rumler and Jouko Vilmunen (2006), “Price Changes in the Euro Ar ea and the United Stat es: Some Facts from Individual Consumer Price Data,” Journal of Economic Perspectives 20 (Spring): 171-",failed,0.0118165287289907,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W1777686370->W2150449738,W1777686370,W2150449738,The Pricing Behaviour of Firms in the Euro Area: New Survey Evidence,The Pricing Behaviour of Italian Firms: New Survey Evidence on Price Stickiness,2020,2020,120,"C. Loupias and R. Ricart, “Price Setting in France: new Evidence from Survey Data,” December 2004.",failed,0.3291666666666667,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W3209462287->W2974598553,W3209462287,W2974598553,Regulatory Spillovers and Data Governance: Evidence from the GDPR,Too Much Data: Prices and Inefficiencies in Data Markets,2021,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W4323644227->W2919782326,W4323644227,W2919782326,A Survey of Data Pricing for Data Marketplaces,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,2023,2019,[161],"C. Niu, Z. Zheng, S. Tang, X. Gao, and F. Wu, “Making big money from small sensors: Trading time-series data under pufferﬁsh privacy,” in IEEE INFOCOM 2019 - IEEE Conference on Computer Communications, April 2019, pp. 568–576.",title_compact_exact,0.99,1,Niu et al. [161] further extend to time series data that may have temporal correlations. They adopt Pufferﬁsh privacy [117] to measure privacy losses under temporal correlations.,exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990),Candidate v2.2 rescue via title_compact_exact (score=0.990)
W2190764372->W2067195421,W2190764372,W2067195421,Prospect Pricing in Cognitive Radio Networks,When Users Interfere with Protocols: Prospect Theory in Wireless Networks using Random Access and Data Pricing as an Example,2015,2013,,,pdf_missing,0.0,0,,,failed,Source paper PDF not found locally.,
W3084177365->W4243417153,W3084177365,W4243417153,A Survey on Data Pricing: From Economics to Data Science,Selling Cookies,2020,2020,[33],"D. Bergemann and A. Bonatti, “Selling cookies,” American Eco- nomic Journal: Microeconomics, vol. 7, no. 3, pp. 259–94, August 2015.",title_exact,0.97,1,"For example, the information about how customers are connected in social networks can be used to design customized discounts in marketing campaigns [215]. Bergemann and Bonatti [33] develop a model of pricing customer-level information such that the data about each customer are sold individually and individual queries to the database are priced linearly. As new technologies of customer tracking become available, more pricing models may emerge.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W4319769514->W3195579788,W4319769514,W3195579788,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",Data pricing in machine learning pipelines,2022,2020,[1],"Schwaller P, Laino T, Gaudin T, Bolgar P, Hunter CA, Bekas C, et al. Molecular transformer: a model for uncertainty-calibrated chemical reaction prediction. ACS Cent Sci 2019;5(9):1572–83 . [2]Senior AW, Evans R, Jumper J, Kirkpatrick J, Sifre L, Green T, et al. Improved protein structure prediction using potentials from deep learning. Nature 2020;577(7792):706–10 . [3]Lu L, Meng X, Mao Z, Karniadakis GE. DeepXDE: a deep learning library for solving differential equations. SIAM Rev 2021;63(1):208–28 . [4]Pei J. A survey on data pricing: from economics to data science. IEEE Trans Knowl Data Eng 2020;34(10):4586–608 . [5]Cong Z, Luo X, Jian P, Zhu F, Zhang Y. Data pricing in machine learning pipelines. Knowl Inf Syst 2021;64:1417–55 .",title_exact,0.97,1,"As a new fac- tor of production in a digital economy, data has been generated in enormous quantities and contains a great deal of economic value. As a result, data-driven methods such as machine learning have been widely used in many areas, including chemical reaction prediction [1], protein structure prediction [2], and scientiﬁc com-putation [3], among others. Therefore, establishing an efﬁcient and standard data-transaction market system would be beneﬁcial forutilizing the value of the production factor of the digital economy.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3084177365->W2919782326,W3084177365,W2919782326,A Survey on Data Pricing: From Economics to Data Science,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,2020,2019,[161],"C. Niu, Z. Zheng, S. Tang, X. Gao, and F. Wu, “Making big money from small sensors: Trading time-series data under pufferﬁsh privacy,” in IEEE INFOCOM 2019 - IEEE Conference on Computer Communications, April 2019, pp. 568–576.",title_compact_exact,0.99,1,Niu et al. [161] further extend to time series data that may have temporal correlations. They adopt Pufferﬁsh privacy [117] to measure privacy losses under temporal correlations.,exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990),Candidate v2.2 rescue via title_compact_exact (score=0.990)
W3195579788->W3089176333,W3195579788,W3089176333,Data pricing in machine learning pipelines,Towards Query Pricing on Incomplete Data,2020,2020,75,"Miao X, Gao Y , Chen L, Peng H, Yin J, Li Q (2020) Towards query pricing on incomplete data. IEEE Trans Knowl Data Eng",title_exact,0.97,3,"Miao et al. [ 75] study the problem of pricing selection-projection-natural join queries over incomplete databases. An arbitrage-free pricing function is proposed based on the idea ofdata provenance, which describes the origins of a piece of data and its processing history [ 10, 107].

... [another target-aligned mention] ...

QueryMarket [ 59] tracks the purchased views of a customer and avoids charging those views when pricing future queries of the customer. Both[29]a n d[ 75] support history-aware pricing in the same vein as [ 59]. One drawback of these history-based approaches is that the seller must provide reliable storage to keep users’ queryhistory [ 111].

... [another target-aligned mention] ...

Cong et al. Table 1 The representative data pricing models of raw data sets Product Objectives References General data No speciﬁc optimization goals [ 43] (1) Revenue maximization [ 117] Sensing data (1) Truthfulness; (2) Individual rationality; (3) Proﬁtability[115] (1) Truthfulness; (2) Social welfare maximization[52] (1) Truthfulness (2) Buyer’s cost minimization [ 60] Chain queries, conjunctive queries, and cyclic queries(1) Arbitrage-freeness; (2) Discount-freeness [ 58] Conjunctive queries (1) Arbitrage-freeness; (2) Discount-freeness; (3) History-awareness; (4) Fairness[59] General data queries (1) Arbitrage-freeness [ 28], [65] (1) Arbitrage-freeness; (2) History-awareness [ 29] (1) Arbitrage-freeness; (2) Revenue maximization[16] Selection-projection-natural join queries over incomplete databases(1) Arbitrage-freeness; (2) History-awareness [ 75] Selection queries (1) History-awareness [ 111] Counting queries on binary data (1) Privacy compensation; (2) Truthfulness; (3) Buyer’s cost minimization[38] Linear aggregation queries (1) Privacy compensation; (2) Query accuracy maximization under budget constraint[21] (1) Privacy compensation; (2) Personalized maximum tolerable privacy loss; (3) Queryaccuracy maximization under budgetconstraint[83] (1) Privacy compensation; (2) Truthfulness; (3) Personalized maximum tolerable privacy loss; (4) Query accuracy maximization under budget constraint[121] (1) Privacy compensation; (2) Arbitrage-freeness [ 62] (1) Privacy compensation; (2) Arbitrage-freeness; (3) Dependency fairness[84] Geo-location data (1) Privacy compensation; (2) Data accuracy maximization under budget constraint[53] tables can be used as a starting point in helping data pricing practitioners to choose the right pricing models for their settings. Tables 1,2,3,a n d 4have three columns.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W4310251148->W3014121762,W4310251148,W3014121762,Data monetization: insights from a technology-enabled literature review and research agenda,Advancing Data Monetization and the Creation of Data-based Business Models,2020,2020,,,pdf_missing,0.0,0,,,failed,Source paper PDF not found locally.,
W4220799794->W3021370403,W4220799794,W3021370403,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,2020,2020,,,pdf_missing,0.0,0,,,failed,Source paper PDF not found locally.,
W4310251148->W3040491562,W4310251148,W3040491562,Data monetization: insights from a technology-enabled literature review and research agenda,Subscription-Based Data-Sharing Model Using Blockchain and Data as a Service,2020,2020,,,pdf_missing,0.0,0,,,failed,Source paper PDF not found locally.,
W3084177365->W2126626399,W3084177365,W2126626399,A Survey on Data Pricing: From Economics to Data Science,The Price Is Right,2020,2020,[192],"R. Tang, H. Wu, Z. Bao, S. Bressan, and P . Valduriez, “The price is right,” in Database and Expert Systems Applications, H. Decker, L. Lhotsk ´a, S. Link, J. Basl, and A. M. Tjoa, Eds. Berlin, Heidelberg: Springer Berlin Heidelberg, 2013, pp. 380–394.",title_exact,0.97,1,Tang et al. [192] follow the view and query based pricing framework and consider each tuple as the the minimum granularity of data. Their model assigns to each tuple a Authorized licensed use limited to: Carleton University.,exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3195579788->W2126626399,W3195579788,W2126626399,Data pricing in machine learning pipelines,The Price Is Right,2020,2020,107,"Tang R, Wu H, Bao Z, Bressan S, Valduriez P (2013) The price is right—models and algorithms for pricing data. In: Decker H, Lhotská L, Link S, Basl J, Tjoa AM (eds) Database and expert systems applications—24th international conference, DEXA 2013, Prague, Czech Republic, August 26–29, 2013. Proceedings, 123 Data pricing in machine learning pipelines 1453 part II, lecture notes in computer science, vol 8056. Springer, pp 380–394. https://doi.org/10.1007/978- 3-642-40173-2_31",title_exact,0.97,1,"[ 75] study the problem of pricing selection-projection-natural join queries over incomplete databases. An arbitrage-free pricing function is proposed based on the idea ofdata provenance, which describes the origins of a piece of data and its processing history [ 10, 107]. Let tbe a tuple in a query answer Q(D).",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W4323644227->W2916829860,W4323644227,W2916829860,A Survey of Data Pricing for Data Marketplaces,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,2023,2019,6,"Muschalle, A. , Stahl, F., Löser, A. , Vossen, G. (2012) Pricing Approaches for Data Markets, in International Workshop on Business Intelligence for the Real -Time Enterprise.",failed,0.261030303030303,3,"We call such variants data products . According to an early survey of data vendors , estimating the value of data and setting the right price for a data product offering is a key challenge [6]. For vendors, t he pricing is part of the value -creation with data .

... [another target-aligned mention] ...

Price metrics Free, charging of single re- quests, volume packages , ac- cess to specific data-types, time-based subscription The price metrics define the unit by which pric ing is applied to data product [13]. We use the two taxono- mies of metrics described by Muschalle [6] and by Sarkar [14]. Data quality at- tributes Accuracy, completeness, time (currency, timeliness, volatility), consistency, other Data quality is critical in any application using the data and in the process es supported by the data.

... [another target-aligned mention] ...

Fifteen papers were analy zed that proposed or eval uated pricing models for data product vendors . While earlier work has introduced pricing metrics [14] as well as the struct ure of a marketplace and its partic- ipants [6], no systematic overview had been given of the models and mechanisms used for pricing. The here presented research enables marketplace owners and data vendors to plan how to generate revenue and profit from data.",exact,failed,Target paper could not be matched confidently to a numbered reference entry.,
W4226305897->W2126626399,W4226305897,W2126626399,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,The Price Is Right,2020,2020,61,"Tang, R.; Wu, H.; Bao, Z.; Bressan, S.; Valduriez, P . The Price Is Right ; Springer: Berlin/Heidelberg, Germany, 2013; pp. 380–394.",title_exact,0.97,1,"Moreover, Tang et al. [ 61] introduce query-based data provenance, while Wang et al. [ 62] create efﬁcient query-based auctions by considering both the value data and the resource consumption of queries.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W4281293246->W2916829860,W4281293246,W2916829860,Business model archetypes for data marketplaces in the automotive industry,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,2020,2019,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2123954539->W2156471581,W2123954539,W2156471581,Microeconomic Evidence on Price-Setting,Prices and Market Shares in a Menu Cost Model,2020,2020,384,"82 Broda, Christian and David Wein stein (2007), “Product Creation and Destruction: Evidence and Price Implications,” NBER Working Paper 13041. Buckle, Robert A. and John A. Carlson (2000), “Menu Costs, Firm Size and Price Rigidities,” Economics Letters , 66 (January): 59-63. Bunn, Philip and Colin Ellis (2009), “Price -Setting Behaviour in the United Kingdom: A Microdata Approach,” Bank of England Quarterly Bulletin , 2009 Q1. Burstein, Ariel (2006), “Infla tion and Output Dynamics w ith State Dependent Pricing Decisions,” Journal of Monetary Economics 53 (7/Octobe r): 1235-1257. Burstein, Ariel and Christian Hellwig (2007), “Prices and Market Shares in a Menu Cost Model,” unpublished paper, UCLA. Burstein, Ariel and Nir Jaimovich (2009), “U nderstanding Movements in Aggregate and Product-Level Real-Exchange Rates,” unpublished paper, UCLA and Stanford University. Calvo, Guillermo A. (1983), “Staggered Pr ices in a Utility-Maximizing Framework,” Journal of Monetary Economics 12 (September): 383-398. Campbell, Jeffrey R. and Benjamin Eden (2005) , “Rigid Prices: Evidence from U.S. Scanner Data,” unpublished paper, Federal Reserve Bank of Chicago and Vanderbilt University. Carlton, Dennis W. (1986), “T he Rigidity of Prices,” American Economic Review 76 (September): 637-658. Carvalho, Carlos (2006), “Heterogeneity in Pric e Stickiness and the Real Effects of Monetary Shocks,” Frontiers of Macroeconomics 2(1), Article 1. Castanon, Vicente, José Antonio Murillo, and Javier Salas ( 2008), “Formacion de precios en la industria manufact urer de Mexico,” El Trimestre Economico , 75(1): 143-181. Cavallo, Alberto (2009), “Scraped Online Data and Sticky Prices: Frequency, Hazards and Synchronization,” unpublished paper, Harvard University. Cecchetti, Stephen G. (1986), “The Frequency of Price Adjustment: a Study of Newsstand Prices of Magazines,” Journal of Econometrics 31 (April): 255-274. Christiano, Lawrence J., Martin Eichenbaum, and Charles Evans (1999), “Monetary Policy Shocks: What Have We Learned and to What End?,” Handbook of Macroeconomics , volume 1A, Elsevier: New York, John B. Taylor and Michael Woodford, eds. 83Christiano, Lawrence J., Martin Eichenbaum, a nd Charles Evans (2005), “Nominal Rigidities and the Dynamic Effects of Shocks to Monetary Policy,” Journal of Political Economy 113 (February): 1-45. Copaciu, Mihai, Florian Neagu and Horia Br aun-Erdei (2007), “Sur vey Evidence on Price Setting Patterns of Romanian Firms,” unpublis hed paper, National Bank of Romania. Cornille, David and Maarten Dossche (2008) , “Some Evidence on the Adjustment of Producer Prices,” Scandinavian Journal of Economics 110 (September): 489-518. Creamer, Kenneth (2008), “Price Setting Behavi our in South Africa – Stylised Facts using Producer Price Microdata,” unpublished paper, University of the Witwatersrand. Creamer, Kenneth and Neil A. Rankin (2008) , “Price Setting in South Africa 2001–2007 - stylised facts using cons umer price micro data,” Journal of Development Perspectives , 1(4): 93-118. Dabusinskas, Aurelijus and Martti Randveer (2 006), “Comparison of Pr icing Behaviour of Firms in the Euro Area and Estonia,” Bank of Estonia Working Paper 2006-08. Dhyne, Emmanuel, Luis J. Álvarez, Hervé Le Bihan, Giovanni Ver onese, Daniel Dias, Johannes Hoffmann, Nicole Jonker, Patr ick Lünnemann, Fabio Rumler and Jouko Vilmunen (2005), “Price Setting in the Euro Area: Some Styl ized Facts from Individual Consumer Price Data,” ECB Working Paper 524. Dhyne, Emmanuel, Luis J. Alvarez, Hervé Le Bihan, Giovanni Ver onese, Daniel Dias, Johannes Hoffmann, Nicole Jonker, Patr ick Lunnemann, Fabio Rumler and Jouko Vilmunen (2006), “Price Changes in the Euro Ar ea and the United Stat es: Some Facts from Individual Consumer Price Data,” Journal of Economic Perspectives 20 (Spring): 171-",title_exact,0.97,0,,,ambiguous,"Reference entry matched, but the target marker was not found in the citing body text.",
W4226305897->W2916829860,W4226305897,W2916829860,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,2020,2019,55,"Zheng, Z.; Peng, Y.; Wu, F.; Tang, S.; Chen, G. ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets. IEEE Trans. Mob. Comput. 2020 ,19, 769–787. [CrossRef]",title_exact,0.97,1,"Another algorithm allows data price to be derived from the privacy losses [ 54]. Studies in query-based pricing mechanisms consider many cases such as query interfaces for mobile crowd-sensed data [ 55,56], cloud-based data mar- ketplaces with possibilities to share cloud resources [ 57], spatial data [ 58], aggregated data from multiple distributed system [ 59], and data acquired from Application Programming Interfaces (APIs) [ 60]. Moreover, Tang et al.",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W4226305897->W2919782326,W4226305897,W2919782326,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,2020,2019,54,"Niu, C.; Zheng, Z.; Tang, S.; Gao, X.; Wu, F. Making Big Money from Small Sensors: Trading Time-Series Data under Puffer- ﬁsh Privacy. In Proceedings of the IEEE INFOCOM 2019—IEEE Conference on Computer Communications, Paris, France, 29 April–2 May 2019.",title_compact_exact,0.99,1,"The studies discuss many aspects, for instance, the implementation of query pricing [ 52] and dynamic pricing considering “reserve price constraint” that helps data brokers maximize their revenue [ 53]. Another algorithm allows data price to be derived from the privacy losses [ 54]. Studies in query-based pricing mechanisms consider many cases such as query interfaces for mobile crowd-sensed data [ 55,56], cloud-based data mar- ketplaces with possibilities to share cloud resources [ 57], spatial data [ 58], aggregated data from multiple distributed system [ 59], and data acquired from Application Programming Interfaces (APIs) [ 60].",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990),Candidate v2.2 rescue via title_compact_exact (score=0.990)
W4226305897->W2921968831,W4226305897,W2921968831,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,2020,2019,74,"Oh, H.; Park, S.; Lee, G.M.; Heo, H.; Choi, J.K. Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces. IEEE Access 2019 ,7, 40120–40132. [CrossRef]",title_exact,0.97,1,"Oh et al. [ 73,74] develop data trading models that consider privacy valua- tion. Likewise, another example explores algorithms for dynamic privacy pricing [ 75].",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W3008256197->W3209462287,W3008256197,W3209462287,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,Regulatory Spillovers and Data Governance: Evidence from the GDPR,2020,2021,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W4360991875->W4243417153,W4360991875,W4243417153,The Economics of Digital Privacy,Selling Cookies,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W4360991875->W3008256197,W4360991875,W3008256197,The Economics of Digital Privacy,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2180742472->W2327152018,W2180742472,W2327152018,Smart data pricing,AMUSE: Empowering Users for Cost-Aware Offloading with Throughput-Delay Tradeoffs,2020,2015,10,"Im, Y., Joe-Wong, C., Ha, S., Sen, S., Kwon, T., and Chiang, M. AMUSE: Empowering users for cost-aware offloading with throughput-delay trade-offs. IEEE Transactions on Mobile Computing (forthcoming, 2015).",failed,0.5014978684180205,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
